dataset,model,variant,seed,label_ratio,accuracy,precision,recall,f1,macro_f1,weighted_f1,fpr,fnr,threshold,auroc,train_vehicle,test_vehicle
hcrl_sa,transformer,full,42,1.0,0.19463190184049078,0.21213640922768304,0.7022689540675152,0.3258441391706252,0.1629220695853126,0.09030680360142941,1.0,0.2977310459324848,0.3793467336683417,0.6987021849983168,kia,sonata
hcrl_sa,scs_can,wo_ssl,42,1.0,0.2771472392638037,0.2771472392638037,1.0,0.4340098474840879,0.21700492374204394,0.12028463104351944,1.0,0.0,0.32517587939698495,0.7022803438686646,kia,sonata
hcrl_sa,scs_can,full,42,1.0,0.2766871165644172,0.2768144851925733,0.9983397897066962,0.43344545891398367,0.21672272945699184,0.12012821230944301,1.0,0.0016602102933038186,0.3891959798994975,0.698718741307204,kia,sonata
