dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,supcon_weight,supcon_temperature,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
road,can_transformer_plus_sameid,42,1.0,50,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.9853949910491147,0.9989561586638831,0.6995614035087719,0.822871883061049,0.9076276853790817,0.8078131371418161,0.939066654335234,3.725574204124211e-05,0.30043859649122806,1.0,0.7013888888888888,0.8236051502145922,9.313935510310526e-05,0.9999998807907104,0.706140350877193,0.8237049669580045,0.0004284410334742842,0.9895003437995911,0.7083333333333334,0.8203174603174603,0.0009500214220516737,3.596716123865917e-05
road,tfscan_gate,42,1.0,50,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.9845087647778231,0.9989281886387996,0.6812865497076024,0.8100825727944372,0.9010038127285687,0.7840375461116382,0.9249443996177256,3.725574204124211e-05,0.31871345029239767,1.0,0.6860380116959064,0.8129060199220443,9.313935510310526e-05,0.9999319314956665,0.7090643274853801,0.8251807741386644,0.0004843246465361474,4.260714558768086e-05,0.7112573099415205,0.8223114303824213,0.0009500214220516737,2.1719963569921674e-06
