dataset,feature_protocol,model,negative_protocol,seed,source,auroc,aupr,threshold,accuracy,binary_f1_attack_positive,binary_precision_attack_positive,binary_recall_attack_positive,binary_f1_normal_positive,binary_precision_normal_positive,binary_recall_normal_positive,macro_f1,weighted_f1,micro_f1,balanced_accuracy,mcc,confusion_matrix_tn_fp_fn_tp,num_positive,num_negative,positive_rate
ctt_test04,SAFE_CAN,GradientBoosting,C_5x_negative_cap,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.6093984169644827,0.2646623611826009,0.0205340434261906,0.9991703071467122,0.47962427060109636,0.7395757132407881,0.3548862679022746,0.9995848225916162,0.9993045864449981,0.9998652159562199,0.7396045465963563,0.9990246102478415,0.9991703071467122,0.6773757419292472,0.5119754708063089,"13204531,1780,9189,5055",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,HistGradientBoosting,C_5x_negative_cap,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.7709366558417389,0.3671244738486416,2.205712473676305e-05,0.9992834642721127,0.5861692368179643,0.77587602636753,0.4710053355798932,0.9996414217021972,0.9994296811633868,0.9998532519792999,0.7929053292600807,0.999195941327017,0.9992834642721127,0.7354292937795965,0.6042014154026687,"13204373,1938,7535,6709",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,MLP,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.3404397485981898,0.0087457343721437,0.010283607058227,0.8970047777873168,0.002154486975613259,0.001088606657533232,0.103201347935973,0.9457000326520638,0.9989238602029198,0.8978609545087951,0.47392725981383854,0.944683444259775,0.8970047777873168,0.500531151222384,0.0001150807383443167,"11857431,1348880,12774,1470",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,GradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.560004099774681,0.0163541963234588,0.1121111746563928,0.9587008260999633,0.0039259326826598575,0.002015336032934637,0.0755405784891884,0.9789132644548942,0.9989620584600394,0.9596533808722209,0.49141959856877704,0.9778628002683482,0.9587008260999633,0.5175969796807046,0.0058650133900778455,"12673481,532830,13168,1076",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,HistGradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5641737958552434,0.003757293225105,8.621783517090493e-05,0.9908394163482547,0.018653269589174303,0.01054357583863108,0.0808059533838809,0.9953982300884956,0.9990014025211211,0.9918209559050972,0.507025749838835,0.9943458722096205,0.9908394163482547,0.5363134546444891,0.02632911463568389,"13098296,108015,13093,1151",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,LogisticRegression,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.3007485608520844,0.0045067737933682,0.8046377897262573,0.9828192538059106,0.004130111670853789,0.0022026122700935834,0.0330665543386689,0.9913348815964762,0.9989410856758791,0.9838436335476274,0.497732496633665,0.9902712541812261,0.9828192538059106,0.5084550939431481,0.004397743415840756,"12992945,213366,13773,471",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,GaussianNB,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.4797808056577292,0.0010783408144854,1.0,0.8906090553687044,0.0021747514939342246,0.0010981683026540698,0.1106430777871384,0.9421325414239716,0.9989251141960104,0.8914503073568388,0.4721536464589529,0.9411198185269551,0.8906090553687044,0.5010466925719886,0.0002207696465069347,"11772770,1433541,12668,1576",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,RandomForest,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5221735662623845,0.006188304608517,0.0,0.0010774131645759199,0.002152507189568954,0.0010774131645759199,1.0,0.0,0.0,0.0,0.001076253594784477,2.319139582885906e-06,0.0010774131645759199,0.5,,"0,13206311,0,14244",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,ExtraTrees,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5060811733712779,0.0017245298944656,0.0614353589539377,0.960757320702497,0.004428939318925848,0.0022766999293710078,0.0810165683796686,0.979984175921042,0.9989704004685975,0.9617061872918183,0.49220655761998394,0.978933099866356,0.960757320702497,0.5213613778357434,0.0072992852800959586,"12700591,505720,13090,1154",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,IsolationForest,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.7313639002354551,0.0063289731036254,-0.1204134958082187,0.10450181554405243,0.0022592678397925603,0.0011309915912243356,0.941027801179444,0.1877376405964082,0.999386417026051,0.10359955933189821,0.09499845421810038,0.1875378037558561,0.10450181554405243,0.522313680255671,0.004805265954639824,"1368168,11838143,840,13404",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,BIRCH,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5977367576658744,0.0481086433439788,0.8375834226608276,0.1630533665190304,0.002271937255722336,0.0011374295302455765,0.8844425723111485,0.27920733580157403,0.9992325281250932,0.16227529398633728,0.14073963652864818,0.27890896195744364,0.1630533665190304,0.5233589331487429,0.0041573588103326845,"2143058,11063253,1646,12598",14244,13206311,0.0010774131645759199
ctt_test04,P1_public_default,LinearSVM,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.3412763495417653,0.0120925032666494,0.9571292996406556,0.9409359138099724,0.003143024196945829,0.0016006178827115071,0.0864223532715529,0.9695663554473206,0.9989549031010538,0.9418575709749679,0.4863546898221332,0.9685251182276782,0.9409359138099724,0.5141399621232604,0.003963595758681188,"12438464,767847,13013,1231",14244,13206311,0.0010774131645759199
ctt_test04,P3_no_subdivision,MLP,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5125790961196452,0.0349551758127388,0.0001476971374358,0.5974164473427932,0.0019404709711318376,0.0009728339778154744,0.3632406627351867,0.7478547860414139,0.9988521999227291,0.5976690235448795,0.37489762850627284,0.7470511281387114,0.5974164473427932,0.48045484314003306,-0.002615239896847758,"7893003,5313308,9070,5174",14244,13206311,0.0010774131645759199
ctt_test04,P3_no_subdivision,GradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.8136960567265183,0.0299387621367967,0.1722052909545115,0.9055142541292707,0.005117953455773428,0.0025883403043172842,0.2255686604886267,0.950401917291397,0.9990791553272379,0.9062476266082179,0.47775993537358524,0.9493834559044979,0.9055142541292707,0.5659081435484223,0.014825757414102603,"11968188,1238123,11031,3213",14244,13206311,0.0010774131645759199
ctt_test04,P3_no_subdivision,HistGradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.7893107921076514,0.0045184913913015,8.621783517090232e-05,0.6133621470505588,0.005088260156423808,0.00255120314084316,0.9176495366470092,0.7600586404020655,0.9998551331404245,0.613033950207594,0.38257345027924466,0.759245225375524,0.6133621470505588,0.7653417434273015,0.035735177742497286,"8095917,5110394,1173,13071",14244,13206311,0.0010774131645759199
ctt_test04,P3_no_subdivision,LogisticRegression,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.2807886084592909,0.025788962923667,0.7409486174583435,0.9987722905732778,0.04191015878637793,0.13162773451987045,0.0249227745015445,0.9993857517335739,0.9989492246020497,0.9998226605446442,0.5206479552599759,0.9983541549249725,0.9987722905732778,0.5123727175230943,0.056843501479767355,"13203969,2342,13889,355",14244,13206311,0.0010774131645759199
ctt_test04,P3_no_subdivision,GaussianNB,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.4206860323012767,0.023525909529347,0.6415222883224487,0.9560813445426459,0.001657516510687026,0.0008495652587736998,0.0338388093232238,0.9775467964076824,0.9989123705091026,0.957076052502474,0.4896021564591847,0.9764953604503529,0.9560813445426459,0.4954574309128489,-0.0014706619064907547,"12639444,566867,13762,482",14244,13206311,0.0010774131645759199
ctt_test04,P5_arbitration_payload_only,MLP,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.2768508134397436,0.0229166512950831,0.3431154787540436,0.9315962151362028,0.004947008908137042,0.0025128886146471917,0.1578208368435832,0.9645806770551378,0.999026770070048,0.9324307900972498,0.48476384298163744,0.963546755107906,0.9315962151362028,0.5451258134704166,0.011787989702545933,"12313971,892340,11996,2248",14244,13206311,0.0010774131645759199
ctt_test04,P5_arbitration_payload_only,GradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.7888034299076117,0.0440561052569958,0.1801838103070961,0.9237280885711683,0.006293219071232823,0.0031914074876636597,0.2241645605167088,0.9603420732501816,0.9990956669920334,0.9244826204683505,0.4833176461607072,0.9593141684550406,0.9237280885711683,0.5743235904925297,0.01843819877617775,"12209005,997306,11051,3193",14244,13206311,0.0010774131645759199
ctt_test04,P5_arbitration_payload_only,HistGradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.6271630494928211,0.0044315882073517,8.621786742395184e-05,0.9959845104838639,0.02551535510398916,0.017274376755400094,0.0487924740241505,0.9979881101162092,0.9989720281492365,0.9970061283578737,0.5117517326100992,0.9969403551677677,0.9959845104838639,0.5228993011910121,0.027277511586741496,"13166773,39538,13549,695",14244,13206311,0.0010774131645759199
ctt_test04,P5_arbitration_payload_only,LogisticRegression,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.2240307039746903,0.0405601252319264,0.6561266183853149,0.9466126800274269,0.0017339994003134215,0.0008848254598782899,0.0430356641392867,0.9725729396752337,0.9989119366322623,0.9475872558203423,0.48715346953777355,0.9715269450202986,0.9466126800274269,0.4953114599798145,-0.0013804992318851262,"12514132,692179,13631,613",14244,13206311,0.0010774131645759199
ctt_test04,P5_arbitration_payload_only,GaussianNB,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.1919428541992693,0.0254229630007983,0.4241102337837219,0.9325082797204807,0.0008264129646053378,0.00041990413895754547,0.0259056444818871,0.9650745766005089,0.9988757702189384,0.9334861188715001,0.4829504947825571,0.9640356829350895,0.9325082797204807,0.47969588167669364,-0.005348029763458654,"12327908,878403,13875,369",14244,13206311,0.0010774131645759199
ctt_test04,P7_public_plus_delta,MLP,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.4004047007553273,0.0075318355880493,0.4929733574390411,0.9893355460493148,0.011179374964933009,0.006210067009506035,0.0559533838809323,0.9946388630298139,0.9989729010713618,0.9903422689349054,0.5029091189973734,0.9935792708305456,0.9893355460493148,0.5231478264079189,0.01549028375554915,"13078768,127543,13447,797",14244,13206311,0.0010774131645759199
ctt_test04,P7_public_plus_delta,GradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.482081265693068,0.1404539396977143,0.0531416661756029,0.9989296213358667,0.19592022273993573,0.5138599105813236,0.1210334175793316,0.9994644542127652,0.9990527494476894,0.9998764984407833,0.5976923384763505,0.9985987050794572,0.9989296213358667,0.5604549580100574,0.24903057372491785,"13204680,1631,12520,1724",14244,13206311,0.0010774131645759199
ctt_test04,P7_public_plus_delta,HistGradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.7049970252370642,0.3112026536133439,0.0001046311878857,0.9990050342062039,0.32041744162018093,0.6066118935838073,0.2177057006458859,0.9995021526579955,0.9991568197903014,0.9998477243190774,0.6599597971390883,0.9987704978504611,0.9990050342062039,0.6087767124824817,0.36302487288222635,"13204300,2011,11143,3101",14244,13206311,0.0010774131645759199
ctt_test04,P7_public_plus_delta,LogisticRegression,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.3340198700252857,0.0355084895425939,0.1557050496339798,0.9801834340540166,0.00907014040183975,0.004793315743183818,0.0841757933164841,0.9899916437219841,0.9989942496057373,0.9811498457063444,0.4995308920619119,0.9889347859808915,0.9801834340540166,0.5326628195114143,0.015729752914747232,"12957370,248941,13045,1199",14244,13206311,0.0010774131645759199
ctt_test04,P7_public_plus_delta,GaussianNB,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5018628335437223,0.0020119358118572,1.8632064779922075e-08,0.9857443201136412,0.010115864995745703,0.0054669315923928695,0.0676074136478517,0.9928204624970991,0.9989818623386808,0.9867345998439685,0.5014681637464224,0.9917616836268619,0.9857443201136412,0.5271710067459101,0.015548518251741405,"13031124,175187,13281,963",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,MLP,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.4740026577648175,0.0024136682378079,0.0447123050689697,0.973787484716035,0.006456496060734656,0.0033656950190105056,0.0790508284189834,0.9867185409465792,0.998981996201615,0.9747525255160203,0.4965875185036569,0.9856623937146851,0.973787484716035,0.5269016769675019,0.011238935077373537,"12872885,333426,13118,1126",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,GradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.482080716022032,0.1378627166231748,0.0777780777114496,0.9989246291097463,0.1956435643564472,0.5039347129118416,0.1213844425723111,0.9994619548896652,0.9990531222980128,0.9998711222233069,0.5975527596230562,0.9985959103737764,0.9989246291097463,0.560627782397809,0.24696168537588187,"13204609,1702,12515,1729",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,HistGradientBoosting,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.6815644169520814,0.3055203625797739,0.0001046032359997,0.9990041265287274,0.32056971823718217,0.6049863654071328,0.2180567256388655,0.999501698071875,0.9991571967325142,0.999846437055738,0.6600357081545286,0.9987702078189497,0.9990041265287274,0.6089515813473018,0.36282887552097176,"13204283,2028,11138,3106",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,LogisticRegression,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.3364136965973024,0.0178581437445665,0.4463509321212768,0.9944295833268726,0.02310773883745024,0.014245526806450798,0.0611485537770289,0.9972068280772416,0.9989837692608325,0.9954361971333252,0.5101572834573459,0.9961573208948933,0.9944295833268726,0.528292375455177,0.027360124683315206,"13146040,60271,13373,871",14244,13206311,0.0010774131645759199
ctt_test04,SAFE_CAN,GaussianNB,A_capped,42.0,public_protocol_reproduction_confusion_reconstructed_from_recall_fpr_counts,0.5202371532069702,0.0016760544783783,2.4974327050841794e-09,0.9949165522930015,0.016737381126554787,0.010571840461316906,0.0401572591968548,0.9974516887879767,0.9989616030867549,0.9959463320226217,0.5070945349572658,0.9963950542822144,0.9949165522930015,0.5180517956097382,0.01855240008121692,"13152777,53534,13672,572",14244,13206311,0.0010774131645759199
