dataset,model,seed,granularity,threshold,train_protocol,test_protocol,precision,recall,f1,auroc,aupr,fpr,fnr
ctt_test02,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.027150426347469465,0.9995187827029793,0.0528648582298256,0.5079492061355344,0.02499374493179497,0.9356791724686692,0.0004812172970207167
ctt_test03,GradientBoosting,99,sample,0.07457959863904258,all positives + capped negative sampling,full official test folder,0.8081839553335293,0.5282593037214885,0.6389058280338008,0.7031790444789726,0.4863721905751812,0.00030309538043635985,0.4717406962785114
ctt_test03,RandomForest,99,sample,0.021076671874780066,all positives + capped negative sampling,full official test folder,0.6976515430960285,0.544921968787515,0.6119004610282818,0.807894012325545,0.5653678722892546,0.0005709012183018068,0.45507803121248497
ctt_test03,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.5203708716838116,0.3692196878751501,0.4319541585910508,0.7240150758332806,0.3892848050475312,0.0008226874611844052,0.63078031212485
ctt_test03,LogisticRegression,99,sample,0.42805546522140503,all positives + capped negative sampling,full official test folder,0.6647318960751797,0.46194477791116445,0.5450888177465508,0.6945152181379375,0.43115897154470206,0.0005632396728752271,0.5380552220888355
ctt_test03,GaussianNB,99,sample,2.4817331523152575e-10,all positives + capped negative sampling,full official test folder,0.9001527717154081,0.39611044417767105,0.5501350495181566,0.7027401453978152,0.37769253352919696,0.00010621687977758302,0.603889555822329
ctt_test03,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.002751186643276186,1.0,0.005487276764011265,0.6564256074662567,0.06659169234564466,0.8762760245865958,0.0
ctt_test03,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.003185647911433208,0.9633613445378151,0.006350296631528802,0.9020804866459583,0.2945877780752609,0.728724178560442,0.03663865546218487
ctt_test04,GradientBoosting,99,sample,0.07457959863904258,all positives + capped negative sampling,full official test folder,0.5971447691278162,0.18793878124122437,0.2858973674373899,0.45078929736866297,0.12030927165982512,0.00013675279947594752,0.8120612187587756
ctt_test04,RandomForest,99,sample,0.021076671874780066,all positives + capped negative sampling,full official test folder,0.02409494194505463,0.2964757090704858,0.044567804167612086,0.6924509006799172,0.04682146377126341,0.012951535065318391,0.7035242909295142
ctt_test04,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.006213950394230551,0.05770850884582982,0.011219775195015253,0.4982651720683076,0.002109378937874022,0.009954407404156998,0.9422914911541702
ctt_test04,LogisticRegression,99,sample,0.42805546522140503,all positives + capped negative sampling,full official test folder,0.012558159268006392,0.062342038753159225,0.020905185097993058,0.3392642605786923,0.020068002592799592,0.005287093420713779,0.9376579612468408
ctt_test04,GaussianNB,99,sample,2.4817331523152575e-10,all positives + capped negative sampling,full official test folder,0.010542807114551654,0.04015725919685482,0.016700973736842876,0.5205929957809247,0.0016807104350993391,0.004064950461942021,0.9598427408031451
ctt_test04,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.0011294532171240003,0.9837124403257512,0.0022563158365530088,0.7727890131043986,0.0656129523588451,0.938338571611709,0.016287559674248806
ctt_test04,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.0011298752444325623,0.9533136759337265,0.0022570753844728206,0.7856794245979382,0.306722026546847,0.909001915826456,0.046686324066273516
