dataset,model,seed,granularity,threshold,train_protocol,test_protocol,precision,recall,f1,auroc,aupr,fpr,fnr,negative_protocol,negative_cap_multiplier,fit_time,inference_time,recall_at_fpr_5em03,recall_at_fpr_1em02,num_train_pos,num_train_neg,num_test_pos,num_test_neg
ctt_test04,GaussianNB,7,sample,2.4126567410576167e-10,all positives + capped negative sampling,full official test folder,0.0105568167137293,0.0401572591968548,0.0167185467724728,0.5207635660065587,0.0016803423128244,0.0040594985230924,0.9598427408031452,A_capped_current,1,,,,,,,,
ctt_test04,IsolationForest,7,sample,-0.1150555693490148,all positives + capped negative sampling,full official test folder,0.0010724841089337,0.9939623701207526,0.002142656294503,0.795086008309182,0.0581727738986237,0.9985354729265424,0.0060376298792474,A_capped_current,1,,,,,,,,
ctt_test04,BIRCH,7,sample,1.043218731880188,all positives + capped negative sampling,full official test folder,0.0012146992062732,0.9504352709912944,0.0024262974947555,0.8188338063942538,0.31643870188059,0.8429006404589442,0.0495647290087054,A_capped_current,1,,,,,,,,
ctt_test01,GradientBoosting,99,sample,0.0745795986390425,all positives + capped negative sampling,full official test folder,0.8875019682503328,0.9797724399494312,0.9313574534884594,0.990760780150873,0.9123647287912524,0.0013935904415193,0.0202275600505689,A_capped_current,1,,,,,,,,
ctt_test01,RandomForest,99,sample,0.02107667187478,all positives + capped negative sampling,full official test folder,0.8275416246215943,0.4147123893805309,0.5525307394306889,0.7070138565159927,0.4127991961838105,0.0009697857392377,0.585287610619469,A_capped_current,1,,,,,,,,
ctt_test01,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.780784192226927,0.3584228824273072,0.4913082563441605,0.6240920302094812,0.3683162996330221,0.0011292001439872,0.6415771175726928,A_capped_current,1,,,,,,,,
ctt_test01,LogisticRegression,99,sample,0.428055465221405,all positives + capped negative sampling,full official test folder,0.8630718318084485,0.3503160556257901,0.4983532849997191,0.6036889477598568,0.3559304993491053,0.0006236490116838,0.6496839443742098,A_capped_current,1,,,,,,,,
ctt_test01,GaussianNB,99,sample,2.481733152315257e-10,all positives + capped negative sampling,full official test folder,0.9773491718823178,0.3627528445006321,0.5291182131455507,0.6566690659457368,0.3619215519540423,9.43364441898858e-05,0.6372471554993678,A_capped_current,1,,,,,,,,
ctt_test01,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.0126453763336787,0.9992888748419722,0.0249747132755994,0.4688764767758087,0.0109640886064769,0.8755214659741568,0.0007111251580278,A_capped_current,1,,,,,,,,
ctt_test01,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.014719379868777,0.9691213653603036,0.0289983223095007,0.6878322547256991,0.0247787615202908,0.7279187997283394,0.0308786346396965,A_capped_current,1,,,,,,,,
ctt_test02,GradientBoosting,99,sample,0.0745795986390425,all positives + capped negative sampling,full official test folder,0.9335312316606936,0.9980385826627765,0.9647077526363202,0.9990331637374568,0.9893903841668268,0.0018565347125522,0.0019614173372236,A_capped_current,1,,,,,,,,
ctt_test02,RandomForest,99,sample,0.02107667187478,all positives + capped negative sampling,full official test folder,0.3026369715072681,0.9985746221835082,0.4644987809007309,0.9579134654860136,0.3493655389971958,0.0601152178237517,0.0014253778164917,A_capped_current,1,,,,,,,,
ctt_test02,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.0886441234874784,0.0377968775697917,0.0529965921611164,0.9621368254903636,0.2819724095703453,0.0101522180226775,0.9622031224302082,A_capped_current,1,,,,,,,,
ctt_test02,LogisticRegression,99,sample,0.428055465221405,all positives + capped negative sampling,full official test folder,0.2297076717613889,0.0377176899133199,0.0647959690879695,0.7228203248040388,0.0692495987348464,0.0033043962601949,0.96228231008668,A_capped_current,1,,,,,,,,
ctt_test02,GaussianNB,99,sample,2.481733152315257e-10,all positives + capped negative sampling,full official test folder,0.2813852813852814,0.0364263219770112,0.0645025590689195,0.5052633617097848,0.059004958718887,0.0024303958623433,0.9635736780229888,A_capped_current,1,,,,,,,,
ctt_test02,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.0272663161241052,0.9999817259254296,0.0530851688030695,0.3563871171969281,0.022775663762062,0.9320227571115972,1.8274074570406963e-05,A_capped_current,1,,,,,,,,
ctt_test02,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.0271504263474694,0.9995187827029792,0.0528648582298256,0.5079492061355344,0.0249937449317949,0.9356791724686692,0.0004812172970207,A_capped_current,1,,,,,,,,
ctt_test03,GradientBoosting,99,sample,0.0745795986390425,all positives + capped negative sampling,full official test folder,0.8081839553335293,0.5282593037214885,0.6389058280338008,0.7031790444789726,0.4863721905751812,0.0003030953804363,0.4717406962785114,A_capped_current,1,,,,,,,,
ctt_test03,RandomForest,99,sample,0.02107667187478,all positives + capped negative sampling,full official test folder,0.6976515430960285,0.544921968787515,0.6119004610282818,0.807894012325545,0.5653678722892546,0.0005709012183018,0.4550780312124849,A_capped_current,1,,,,,,,,
ctt_test03,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.5203708716838116,0.3692196878751501,0.4319541585910508,0.7240150758332806,0.3892848050475312,0.0008226874611844,0.63078031212485,A_capped_current,1,,,,,,,,
ctt_test03,LogisticRegression,99,sample,0.428055465221405,all positives + capped negative sampling,full official test folder,0.6647318960751797,0.4619447779111644,0.5450888177465508,0.6945152181379375,0.431158971544702,0.0005632396728752,0.5380552220888355,A_capped_current,1,,,,,,,,
ctt_test03,GaussianNB,99,sample,2.481733152315257e-10,all positives + capped negative sampling,full official test folder,0.9001527717154081,0.396110444177671,0.5501350495181566,0.7027401453978152,0.3776925335291969,0.0001062168797775,0.603889555822329,A_capped_current,1,,,,,,,,
ctt_test03,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.0027511866432761,1.0,0.0054872767640112,0.6564256074662567,0.0665916923456446,0.8762760245865958,0.0,A_capped_current,1,,,,,,,,
ctt_test03,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.0031856479114332,0.9633613445378152,0.0063502966315288,0.9020804866459584,0.2945877780752609,0.728724178560442,0.0366386554621848,A_capped_current,1,,,,,,,,
ctt_test04,GradientBoosting,99,sample,0.0745795986390425,all positives + capped negative sampling,full official test folder,0.5971447691278162,0.1879387812412243,0.2858973674373899,0.4507892973686629,0.1203092716598251,0.0001367527994759,0.8120612187587756,A_capped_current,1,,,,,,,,
ctt_test04,RandomForest,99,sample,0.02107667187478,all positives + capped negative sampling,full official test folder,0.0240949419450546,0.2964757090704858,0.044567804167612,0.6924509006799172,0.0468214637712634,0.0129515350653183,0.7035242909295142,A_capped_current,1,,,,,,,,
ctt_test04,MLP,99,sample,0.2564561665058136,all positives + capped negative sampling,full official test folder,0.0062139503942305,0.0577085088458298,0.0112197751950152,0.4982651720683076,0.002109378937874,0.0099544074041569,0.9422914911541702,A_capped_current,1,,,,,,,,
ctt_test04,LogisticRegression,99,sample,0.428055465221405,all positives + capped negative sampling,full official test folder,0.0125581592680063,0.0623420387531592,0.020905185097993,0.3392642605786923,0.0200680025927995,0.0052870934207137,0.9376579612468408,A_capped_current,1,,,,,,,,
ctt_test04,GaussianNB,99,sample,2.481733152315257e-10,all positives + capped negative sampling,full official test folder,0.0105428071145516,0.0401572591968548,0.0167009737368428,0.5205929957809247,0.0016807104350993,0.004064950461942,0.9598427408031452,A_capped_current,1,,,,,,,,
ctt_test04,IsolationForest,99,sample,-0.1051442075553608,all positives + capped negative sampling,full official test folder,0.001129453217124,0.9837124403257512,0.002256315836553,0.7727890131043986,0.0656129523588451,0.938338571611709,0.0162875596742488,A_capped_current,1,,,,,,,,
ctt_test04,BIRCH,99,sample,0.9587658643722534,all positives + capped negative sampling,full official test folder,0.0011298752444325,0.9533136759337264,0.0022570753844728,0.7856794245979382,0.306722026546847,0.909001915826456,0.0466863240662735,A_capped_current,1,,,,,,,,
