dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test01,cmf_can,7,0.01,1,0.2,focal,2.0,,weighted,recall_at_fpr_1em04,0.9661008031987653,0.0,0.0,0.0,0.4913790796621206,0.04711620720154723,0.6699678572143951,0.0,1.0,1.000000000001,0.0005173305742369374,0.0010335917312661498,1.8152444226615113e-05,0.5795763731002808,0.0010346611484738748,0.002053388090349076,0.00023598177494599647,0.5698130130767822,0.0010346611484738748,0.002053388090349076,0.00023598177494599647,0.5698130130767822
