dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
road,cmf_can,42,0.01,20,0.2,ce,2.0,,none,f1,balanced,0.9648877151314273,0.6801909307875895,0.5208333333333334,0.5899399710204927,0.7857992836112954,0.597442954840276,0.8824401630025862,0.012480673583816106,0.4791666666666667,0.882061243057251,0.09320175438596491,0.1702269692923898,9.313935510310526e-05,0.9955706000328064,0.18823099415204678,0.3143118706133659,0.0004843246465361474,0.9930363297462463,0.24817251461988304,0.3915801614763552,0.0009872771640929159,0.9908900856971741
