dataset,model,seed,label_ratio,score,calibration,threshold_policy,val_threshold,val_ece,test_ece,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test01,cmf_can,42,1.0,attack_prob,attack_prob,val_f1,8.835110747895722e-07,0.012395015532336,0.0228728347896473,0.9852863806951704,1.0,0.5659596482152095,0.7228278823918071,0.8576352406365297,0.9825685832790748,0.99492399718099,0.0,0.4340403517847905,8.835110747895722e-07,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,2.818119924086204e-07,0.9699948266942576,0.9801359121798224,0.000326743996079,1.2356294121218525e-07,0.9705121572684946,0.9722726094843224,0.0009076222113307,9.007458601217877e-08
ctt_test01,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_1em04,1.877959903140436e-07,0.012395015532336,0.0228728347896473,0.9987899407246326,0.9957446808510638,0.9684428349715468,0.981904012588513,0.990639027186746,0.9825685832790748,0.99492399718099,0.0001452195538129,0.0315571650284531,1.877959903140436e-07,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,2.818119924086204e-07,0.9699948266942576,0.9801359121798224,0.000326743996079,1.2356294121218525e-07,0.9705121572684946,0.9722726094843224,0.0009076222113307,9.007458601217877e-08
ctt_test01,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_5em04,1.877959903140436e-07,0.012395015532336,0.0228728347896473,0.9987899407246326,0.9957446808510638,0.9684428349715468,0.981904012588513,0.990639027186746,0.9825685832790748,0.99492399718099,0.0001452195538129,0.0315571650284531,1.877959903140436e-07,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,2.818119924086204e-07,0.9699948266942576,0.9801359121798224,0.000326743996079,1.2356294121218525e-07,0.9705121572684946,0.9722726094843224,0.0009076222113307,9.007458601217877e-08
ctt_test01,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_1em03,1.0122375471155465e-07,0.012395015532336,0.0228728347896473,0.9984391989056856,0.9837355718782792,0.9699948266942576,0.976816879395676,0.9880046467664828,0.9825685832790748,0.99492399718099,0.000562725771025,0.0300051733057423,1.0122375471155465e-07,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,2.818119924086204e-07,0.9699948266942576,0.9801359121798224,0.000326743996079,1.2356294121218525e-07,0.9705121572684946,0.9722726094843224,0.0009076222113307,9.007458601217877e-08
ctt_test01,cmf_can,42,1.0,attack_margin,attack_margin,val_f1,0.1176596305931465,0.0279509828904388,0.0346364963363613,0.9851110097856968,1.0,0.5607863424728401,0.7185946304275771,0.8554739209042963,0.9825685832790748,0.9949239971809902,0.0,0.4392136575271598,0.1176596305931465,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,0.08446136233776,0.9699948266942576,0.9801359121798224,0.000326743996079,0.0613303598594727,0.9705121572684946,0.9722726094843224,0.0009076222113307,0.0524618435045638
ctt_test01,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_1em04,0.0741566252181018,0.0279509828904388,0.0346364963363613,0.9987899407246326,0.9957446808510638,0.9684428349715468,0.981904012588513,0.990639027186746,0.9825685832790748,0.9949239971809902,0.0001452195538129,0.0315571650284531,0.0741566252181018,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,0.08446136233776,0.9699948266942576,0.9801359121798224,0.000326743996079,0.0613303598594727,0.9705121572684946,0.9722726094843224,0.0009076222113307,0.0524618435045638
ctt_test01,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_5em04,0.0741566252181018,0.0279509828904388,0.0346364963363613,0.9987899407246326,0.9957446808510638,0.9684428349715468,0.981904012588513,0.990639027186746,0.9825685832790748,0.9949239971809902,0.0001452195538129,0.0315571650284531,0.0741566252181018,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,0.08446136233776,0.9699948266942576,0.9801359121798224,0.000326743996079,0.0613303598594727,0.9705121572684946,0.9722726094843224,0.0009076222113307,0.0524618435045638
ctt_test01,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_1em03,0.0567946413410386,0.0279509828904388,0.0346364963363613,0.9984742730875802,0.9847689075630252,0.9699948266942576,0.977326035965598,0.9882683062131292,0.9825685832790748,0.9949239971809902,0.0005264208825718,0.0300051733057423,0.0567946413410386,0.9679255043973098,0.9831844456121912,3.630488845323023e-05,0.08446136233776,0.9699948266942576,0.9801359121798224,0.000326743996079,0.0613303598594727,0.9705121572684946,0.9722726094843224,0.0009076222113307,0.0524618435045638
ctt_test01,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_f1,2.8186059933113566e-06,0.015967399919696,0.0333346474480809,0.9930728490757952,0.985479797979798,0.8075530263838593,0.8876883707705431,0.9420572916850896,0.8247744123226765,0.8324814080421826,0.0004175062172121,0.1924469736161407,2.8186059933113566e-06,0.8039317123642007,0.890289315382412,7.260977690646045e-05,5.589173728342088e-06,0.8075530263838593,0.8884462151394422,0.0003630488845323,2.9137962360571115e-06,0.8080703569580963,0.8812411847672778,0.0009076222113307,2.280115706577324e-06
ctt_test01,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_1em04,4.4541495088148125e-06,0.015967399919696,0.0333346474480809,0.9932306828943216,0.9948816378758796,0.8044490429384377,0.8895881006864989,0.9430482023858012,0.8247744123226765,0.8324814080421826,0.0001452195538129,0.1955509570615623,4.4541495088148125e-06,0.8039317123642007,0.890289315382412,7.260977690646045e-05,5.589173728342088e-06,0.8075530263838593,0.8884462151394422,0.0003630488845323,2.9137962360571115e-06,0.8080703569580963,0.8812411847672778,0.0009076222113307,2.280115706577324e-06
ctt_test01,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_5em04,4.4541495088148125e-06,0.015967399919696,0.0333346474480809,0.9932306828943216,0.9948816378758796,0.8044490429384377,0.8895881006864989,0.9430482023858012,0.8247744123226765,0.8324814080421826,0.0001452195538129,0.1955509570615623,4.4541495088148125e-06,0.8039317123642007,0.890289315382412,7.260977690646045e-05,5.589173728342088e-06,0.8075530263838593,0.8884462151394422,0.0003630488845323,2.9137962360571115e-06,0.8080703569580963,0.8812411847672778,0.0009076222113307,2.280115706577324e-06
ctt_test01,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_1em03,2.5240125659451025e-06,0.015967399919696,0.0333346474480809,0.9929325523482164,0.9805276381909548,0.8075530263838593,0.8856737588652482,0.941013663514999,0.8247744123226765,0.8324814080421826,0.000562725771025,0.1924469736161407,2.5240125659451025e-06,0.8039317123642007,0.890289315382412,7.260977690646045e-05,5.589173728342088e-06,0.8075530263838593,0.8884462151394422,0.0003630488845323,2.9137962360571115e-06,0.8080703569580963,0.8812411847672778,0.0009076222113307,2.280115706577324e-06
ctt_test01,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_f1,1.1920928955078125e-07,0.0161045759529341,0.0337407567634781,0.9926168847111642,0.9689826302729528,0.8080703569580963,0.8812411847672779,0.938715597768303,0.8169240021397591,0.8999062862459024,0.0009076222113307,0.1919296430419037,1.1920928955078125e-07,0.8028970512157269,0.8901634642959564,3.630488845323023e-05,2.980232238769531e-07,0.8044490429384377,0.8898426323319026,0.0001270671095863,2.384185791015625e-07,0.8080703569580963,0.8812411847672778,0.0009076222113307,1.1920928955078125e-07
ctt_test01,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_1em04,2.384185791015625e-07,0.0161045759529341,0.0337407567634781,0.9932482199852688,0.9955185659411012,0.8044490429384377,0.8898426323319027,0.9431800068822852,0.8169240021397591,0.8999062862459024,0.0001270671095863,0.1955509570615623,2.384185791015625e-07,0.8028970512157269,0.8901634642959564,3.630488845323023e-05,2.980232238769531e-07,0.8044490429384377,0.8898426323319026,0.0001270671095863,2.384185791015625e-07,0.8080703569580963,0.8812411847672778,0.0009076222113307,1.1920928955078125e-07
ctt_test01,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_5em04,1.788139343261719e-07,0.0161045759529341,0.0337407567634781,0.9931254603486374,0.9910771191841936,0.8044490429384377,0.8880639634494575,0.9422589000001352,0.8169240021397591,0.8999062862459024,0.0002541342191726,0.1955509570615623,1.788139343261719e-07,0.8028970512157269,0.8901634642959564,3.630488845323023e-05,2.980232238769531e-07,0.8044490429384377,0.8898426323319026,0.0001270671095863,2.384185791015625e-07,0.8080703569580963,0.8812411847672778,0.0009076222113307,1.1920928955078125e-07
ctt_test01,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_1em03,1.788139343261719e-07,0.0161045759529341,0.0337407567634781,0.9931254603486374,0.9910771191841936,0.8044490429384377,0.8880639634494575,0.9422589000001352,0.8169240021397591,0.8999062862459024,0.0002541342191726,0.1955509570615623,1.788139343261719e-07,0.8028970512157269,0.8901634642959564,3.630488845323023e-05,2.980232238769531e-07,0.8044490429384377,0.8898426323319026,0.0001270671095863,2.384185791015625e-07,0.8080703569580963,0.8812411847672778,0.0009076222113307,1.1920928955078125e-07
ctt_test01,cmf_can,42,1.0,energy_confidence,energy_confidence,val_f1,0.0,0.9439768168609594,0.931219517123915,0.0338991968012346,0.0338991968012346,1.0,0.0655754388940717,0.0327877194470358,0.0178686003336309,0.1076094454576663,1.0,0.0,0.0,0.0,0.0,9.076222113307556e-05,0.9981429245789516,0.0,0.0,0.0004901159941186,0.9948399705519864,0.0,0.0,0.0009983844324638,0.9931608425596118
ctt_test01,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_1em04,0.9990395324388828,0.9439768168609594,0.931219517123915,0.966083266107818,0.0,0.0,0.0,0.4913745428596914,0.0178686003336309,0.1076094454576663,1.8152444226615116e-05,1.0,0.9990395324388828,0.0,0.0,9.076222113307556e-05,0.9981429245789516,0.0,0.0,0.0004901159941186,0.9948399705519864,0.0,0.0,0.0009983844324638,0.9931608425596118
ctt_test01,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_5em04,0.9961880420723368,0.9439768168609594,0.931219517123915,0.965837746834555,0.0,0.0,0.0,0.491311019126463,0.0178686003336309,0.1076094454576663,0.0002722866633992,1.0,0.9961880420723368,0.0,0.0,9.076222113307556e-05,0.9981429245789516,0.0,0.0,0.0004901159941186,0.9948399705519864,0.0,0.0,0.0009983844324638,0.9931608425596118
ctt_test01,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_1em03,0.9943885622439986,0.9439768168609594,0.931219517123915,0.9655045421065552,0.0,0.0,0.0,0.4912247829617138,0.0178686003336309,0.1076094454576663,0.0006171831037049,1.0,0.9943885622439986,0.0,0.0,9.076222113307556e-05,0.9981429245789516,0.0,0.0,0.0004901159941186,0.9948399705519864,0.0,0.0,0.0009983844324638,0.9931608425596118
ctt_test01,cmf_can,42,1.0,energy_ood,energy_ood,val_f1,0.1462562346413016,0.0521380998142271,0.0553005600194451,0.993055311984848,0.9885568976478069,0.8044490429384377,0.8870507701083856,0.941734145842338,0.8270156907923941,0.8923905545423336,0.000326743996079,0.1955509570615623,0.1462562346413016,0.8044490429384377,0.8906071019473083,7.260977690646045e-05,0.1794712986497562,0.8065183652353854,0.8860471724921852,0.0004901159941186,0.1369891931988598,0.8075530263838593,0.8816718441118329,0.0008531648786509,0.1234505826590161
ctt_test01,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_1em04,0.1797321062078149,0.0521380998142271,0.0553005600194451,0.9932832941671637,0.9974326059050064,0.8039317123642007,0.890289315382412,0.9434124568463624,0.8270156907923941,0.8923905545423336,7.260977690646045e-05,0.1960682876357992,0.1797321062078149,0.8044490429384377,0.8906071019473083,7.260977690646045e-05,0.1794712986497562,0.8065183652353854,0.8860471724921852,0.0004901159941186,0.1369891931988598,0.8075530263838593,0.8816718441118329,0.0008531648786509,0.1234505826590161
ctt_test01,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_5em04,0.1653223273127118,0.0521380998142271,0.0553005600194451,0.9932482199852688,0.9955185659411012,0.8044490429384377,0.8898426323319027,0.9431800068822852,0.8270156907923941,0.8923905545423336,0.0001270671095863,0.1955509570615623,0.1653223273127118,0.8044490429384377,0.8906071019473083,7.260977690646045e-05,0.1794712986497562,0.8065183652353854,0.8860471724921852,0.0004901159941186,0.1369891931988598,0.8075530263838593,0.8816718441118329,0.0008531648786509,0.1234505826590161
ctt_test01,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_1em03,0.1362521833213443,0.0521380998142271,0.0553005600194451,0.9929325523482164,0.9817380352644836,0.8065183652353854,0.8855438795796648,0.9409487898572392,0.8270156907923941,0.8923905545423336,0.0005264208825718,0.1934816347646145,0.1362521833213443,0.8044490429384377,0.8906071019473083,7.260977690646045e-05,0.1794712986497562,0.8065183652353854,0.8860471724921852,0.0004901159941186,0.1369891931988598,0.8075530263838593,0.8816718441118329,0.0008531648786509,0.1234505826590161
ctt_test02,cmf_can,42,1.0,attack_prob,attack_prob,val_f1,5.481834659804459e-07,0.0144956419509973,0.086784115032961,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,5.481834659804459e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529231227934,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289462765678,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767668047454
ctt_test02,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_1em04,1.588078077929822e-07,0.0144956419509973,0.086784115032961,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,1.588078077929822e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529231227934,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289462765678,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767668047454
ctt_test02,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_5em04,1.2237940438808437e-07,0.0144956419509973,0.086784115032961,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,1.2237940438808437e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529231227934,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289462765678,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767668047454
ctt_test02,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_1em03,1.1195411531161881e-07,0.0144956419509973,0.086784115032961,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,1.1195411531161881e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529231227934,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289462765678,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767668047454
ctt_test02,cmf_can,42,1.0,attack_margin,attack_margin,val_f1,0.0945872899048916,0.0233944920374021,0.2247909677153634,0.09993020550601,0.0881077343725447,0.9998216833095578,0.1619443722381076,0.094974598017754,0.9324805949532672,0.9683574023354516,0.9857984949122598,0.0001783166904422,0.0945872899048916,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.5232204184418627,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.4861562185090214,0.829172610556348,0.9015122140364482,0.0009852718840776,0.4661418554604027
ctt_test02,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_1em04,0.0591007565910075,0.0233944920374021,0.2247909677153634,0.0893369523070957,0.0871849882623633,1.0,0.1603866668573308,0.0827687752355411,0.9324805949532672,0.9683574023354516,0.9974179081658654,0.0,0.0591007565910075,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.5232204184418627,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.4861562185090214,0.829172610556348,0.9015122140364482,0.0009852718840776,0.4661418554604027
ctt_test02,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_5em04,0.0516363117786582,0.0233944920374021,0.2247909677153634,0.0884683986041101,0.0871091504993864,1.0,0.1602583336905425,0.081757306526088,0.9324805949532672,0.9683574023354516,0.9983692051573888,0.0,0.0516363117786582,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.5232204184418627,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.4861562185090214,0.829172610556348,0.9015122140364482,0.0009852718840776,0.4661418554604027
ctt_test02,cmf_can,42,1.0,attack_margin,attack_margin,val_fpr_1em03,0.0490856925236438,0.0233944920374021,0.2247909677153634,0.0881892206281504,0.0870848020870537,1.0,0.1602171273480465,0.0814318311267334,0.9324805949532672,0.9683574023354516,0.9986749791903784,0.0,0.0490856925236438,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.5232204184418627,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.4861562185090214,0.829172610556348,0.9015122140364482,0.0009852718840776,0.4661418554604027
ctt_test02,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_f1,2.897728588423599e-06,0.0161278732801312,0.0848087129160629,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,2.897728588423599e-06,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0056845721184865,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0042803707235893,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0036703210527861
ctt_test02,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_1em04,3.844841345241656e-06,0.0161278732801312,0.0848087129160629,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,3.844841345241656e-06,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0056845721184865,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0042803707235893,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0036703210527861
ctt_test02,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_5em04,2.982075206416517e-06,0.0161278732801312,0.0848087129160629,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,2.982075206416517e-06,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0056845721184865,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0042803707235893,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0036703210527861
ctt_test02,cmf_can,42,1.0,uncertainty_entropy,uncertainty_entropy,val_fpr_1em03,2.7570693170509857e-06,0.0161278732801312,0.0848087129160629,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.9324805949532672,0.9683574023354516,1.0,0.0,2.7570693170509857e-06,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0056845721184865,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0042803707235893,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0036703210527861
ctt_test02,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_f1,1.1920928955078125e-07,0.0161519109160728,0.0867841150650639,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.932461609102532,0.968357635579632,1.0,0.0,1.1920928955078125e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529356956481,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289580345153,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767443656921
ctt_test02,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_1em04,2.384185791015625e-07,0.0161519109160728,0.0867841150650639,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.932461609102532,0.968357635579632,1.0,0.0,2.384185791015625e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529356956481,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289580345153,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767443656921
ctt_test02,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_5em04,1.788139343261719e-07,0.0161519109160728,0.0867841150650639,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.932461609102532,0.968357635579632,1.0,0.0,1.788139343261719e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529356956481,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289580345153,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767443656921
ctt_test02,cmf_can,42,1.0,uncertainty_inverse_maxprob,uncertainty_inverse_maxprob,val_fpr_1em03,1.788139343261719e-07,0.0161519109160728,0.0867841150650639,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.932461609102532,0.968357635579632,1.0,0.0,1.788139343261719e-07,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529356956481,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289580345153,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767443656921
ctt_test02,cmf_can,42,1.0,energy_confidence,energy_confidence,val_f1,0.0,0.9406425468370464,0.7498668963635486,0.0869794493989918,0.0869794493989918,1.0,0.160038811123953,0.0800194055619765,0.0449706548018968,0.0317246117708172,1.0,0.0,0.0,0.0,0.0,8.493723138600574e-05,0.9832352418309124,0.0,0.0,0.0004926359420388,0.963990148421052,0.0,0.0,0.0009852718840776,0.9558918426270624
ctt_test02,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_1em04,0.9967076014412278,0.9406425468370464,0.7498668963635486,0.9129895308259016,0.0,0.0,0.0,0.4772579860548078,0.0449706548018968,0.0317246117708172,3.39748925544023e-05,1.0,0.9967076014412278,0.0,0.0,8.493723138600574e-05,0.9832352418309124,0.0,0.0,0.0004926359420388,0.963990148421052,0.0,0.0,0.0009852718840776,0.9558918426270624
ctt_test02,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_5em04,0.9921049816508476,0.9406425468370464,0.7498668963635486,0.9129895308259016,0.0,0.0,0.0,0.4772579860548078,0.0449706548018968,0.0317246117708172,3.39748925544023e-05,1.0,0.9921049816508476,0.0,0.0,8.493723138600574e-05,0.9832352418309124,0.0,0.0,0.0004926359420388,0.963990148421052,0.0,0.0,0.0009852718840776,0.9558918426270624
ctt_test02,cmf_can,42,1.0,energy_confidence,energy_confidence,val_fpr_1em03,0.9900364809435704,0.9406425468370464,0.7498668963635486,0.9129895308259016,0.0,0.0,0.0,0.4772579860548078,0.0449706548018968,0.0317246117708172,3.39748925544023e-05,1.0,0.9900364809435704,0.0,0.0,8.493723138600574e-05,0.9832352418309124,0.0,0.0,0.0004926359420388,0.963990148421052,0.0,0.0,0.0009852718840776,0.9558918426270624
ctt_test02,cmf_can,42,1.0,energy_ood,energy_ood,val_f1,0.1543565065549114,0.0551043093126314,0.2189045045464474,0.221108956960062,0.0999802729506285,0.9941155492154066,0.1816878228421515,0.2192971749122937,0.9328142834173848,0.9682753882291828,0.8525319788676168,0.0058844507845934,0.1543565065549114,0.7590941512125535,0.8626139817629178,8.493723138600574e-05,0.5256193019435402,0.8067047075606276,0.8904635370534396,0.0004926359420388,0.4817715106000722,0.8264978601997147,0.899912629841763,0.0009852718840776,0.4625287820042851
ctt_test02,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_1em04,0.1765181930405035,0.0551043093126314,0.2189045045464474,0.313160139588988,0.1115463420513438,0.9901925820256776,0.2005055064090991,0.2992467716928584,0.9328142834173848,0.9682753882291828,0.7513377613943296,0.0098074179743223,0.1765181930405035,0.7590941512125535,0.8626139817629178,8.493723138600574e-05,0.5256193019435402,0.8067047075606276,0.8904635370534396,0.0004926359420388,0.4817715106000722,0.8264978601997147,0.899912629841763,0.0009852718840776,0.4625287820042851
ctt_test02,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_5em04,0.1618720963865747,0.0551043093126314,0.2189045045464474,0.2490577743311361,0.1032015275383275,0.9926890156918688,0.1869657940252892,0.2446522222190597,0.9328142834173848,0.9682753882291828,0.8217847011058828,0.0073109843081312,0.1618720963865747,0.7590941512125535,0.8626139817629178,8.493723138600574e-05,0.5256193019435402,0.8067047075606276,0.8904635370534396,0.0004926359420388,0.4817715106000722,0.8264978601997147,0.899912629841763,0.0009852718840776,0.4625287820042851
ctt_test02,cmf_can,42,1.0,energy_ood,energy_ood,val_fpr_1em03,0.1491886145671946,0.0551043093126314,0.2189045045464474,0.2035517642497092,0.097990965496634,0.9941155492154066,0.1783971456456696,0.2028044961625389,0.9328142834173848,0.9682753882291828,0.8717617680534085,0.0058844507845934,0.1491886145671946,0.7590941512125535,0.8626139817629178,8.493723138600574e-05,0.5256193019435402,0.8067047075606276,0.8904635370534396,0.0004926359420388,0.4817715106000722,0.8264978601997147,0.899912629841763,0.0009852718840776,0.4625287820042851
ctt_test03,cmf_can,42,1.0,attack_prob,attack_prob,val_f1,5.481834659804459e-07,0.0144956419510488,0.0869629573959378,0.9168818835628336,1.0,0.0442136103342655,0.0846830761382476,0.5205736600201955,0.3044429685189416,0.7792276774065259,0.0,0.9557863896657344,5.481834659804459e-07,0.0832334531895059,0.1535437906891045,8.878966995611254e-05,1.5679128750889507e-07,0.0849647090158476,0.1558949297495418,0.000482001065476,1.200090480324434e-07,0.0869623118923958,0.1584951456310679,0.0009893706080823,1.068298089990094e-07
ctt_test03,cmf_can,42,1.0,attack_prob,attack_prob,val_fpr_1em04,1.588079641123841e-07,0.0144956419510488,0.0869629573959378,0.9201477758347134,0.9888535031847132,0.082700759089093,0.152636106673221,0.5553678658635769,0.3044429685189416,0.7792276774065259,8.878966995611254e-05,0.9172992409109068,1.588079641123841e-07,0.0832334531895059,0.1535437906891045,8.878966995611254e-05,1.5679128750889507e-07,0.0849647090158476,0.1558949297495418,0.000482001065476,1.200090480324434e-07,0.0869623118923958,0.1584951456310679,0.0009893706080823,1.068298089990094e-07
