dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
road,cmf_can,42,0.01,20,0.2,ce,2.0,,weighted,f1,none,0.959446285825697,0.6080038572806171,0.4608918128654971,0.5243243243243243,0.7515723150854783,0.5110118460391163,0.8354939927566993,0.015144459139764916,0.5391081871345029,0.915783216059208,0.0720029239766082,0.13415049370105553,7.451148408248421e-05,0.991041898727417,0.11293859649122807,0.20123738196027355,0.0004843246465361474,0.9884001016616821,0.16228070175438597,0.27466749149396846,0.0009872771640929159,0.9851062297821045
road,cmf_can,42,0.01,20,0.0,ce,2.0,,none,f1,balanced,0.9548910827912582,0.549869451697128,0.3848684210526316,0.45280584820468717,0.7146408824522377,0.43538701191007767,0.8055335030430425,0.016057224819775347,0.6151315789473685,0.8423946082592011,0.062134502923976605,0.11679835108210235,9.313935510310526e-05,0.9806684851646423,0.09064327485380116,0.16478405315614617,0.0004843246465361474,0.9749814867973328,0.12390350877192982,0.21675191815856776,0.0009872771640929159,0.9674014449119568
