dataset,model,seed,label_ratio,epochs,aux_loss_weight,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test01,concat_fusion,42,0.2,15,0.2,0.9951948370804251,0.9922848664688427,0.8649767201241594,0.9242675511332228,0.9608931257196551,0.9648914836502288,0.9864133227784335,0.00023598177494599647,0.13502327987584067,0.00048460612073541554,0.8422141748577341,0.9130678631519911,9.076222113307556e-05,0.0006656344630755484,0.875840662183135,0.9269093895428415,0.000490115994118608,0.0004212183703202754,0.8939472322814278,0.930032292787944,0.0009983844324638312,0.00034552335273474455
ctt_test01,cmf_can,42,0.2,15,0.2,0.9923362912560064,0.9794871794871794,0.7904811174340404,0.8748926424277126,0.9354698578621001,0.9400017294745384,0.9828220828418768,0.0005808782152516836,0.20951888256595966,0.0004998771217652062,0.2721158820486291,0.42694805194805197,9.076222113307556e-05,0.0012239225907251239,0.7403000517330575,0.8439988204069596,0.000490115994118608,0.0005381866358220577,0.8582514226590792,0.9097888675623801,0.0009983844324638312,0.0003826041938737035
ctt_test01,transformer,42,1.0,15,0.2,0.992862403984427,1.0,0.7894464562855664,0.8823359352413992,0.9393277542102009,0.9794054464387556,0.988481640258241,0.0,0.21055354371443352,0.6813840317726456,0.9487842731505431,0.9724284199363732,9.076222113307556e-05,0.03845067694783211,0.967408173823073,0.9780334728033473,0.0003812013287589174,0.004332612734287977,0.9684428349715468,0.9719626168224299,0.0008531648786509104,0.0009667815174907446
ctt_test01,concat_fusion,42,1.0,15,0.2,0.9946161130791624,1.0,0.8411795137092603,0.9137398145546501,0.9554805784091529,0.9709692915767286,0.9849118442463566,0.0,0.15882048629073978,4.34209377999669e-06,0.934299017071909,0.9652592196686264,5.445733267984534e-05,7.140873208300036e-07,0.9446456285566477,0.9646064447966191,0.000490115994118608,4.837484084418975e-07,0.9477496120020693,0.9619322656865319,0.000798707545971065,4.436975018506928e-07
ctt_test01,cmf_can,42,1.0,15,0.2,0.9852863806951703,1.0,0.5659596482152095,0.7228278823918071,0.8576352406365297,0.9825685832790748,0.9949239971809901,0.0,0.4340403517847905,8.835110816107825e-07,0.9679255043973098,0.9831844456121912,3.6304888453230226e-05,2.818119924086204e-07,0.9699948266942576,0.9801359121798223,0.00032674399607907203,1.2356292700133054e-07,0.9705121572684946,0.9722726094843225,0.0009076222113307557,9.007458601217877e-08
ctt_test01,transformer,2024,0.01,15,0.2,0.9913892883448494,0.9517543859649122,0.7858251422659079,0.8608671011618022,0.9282121326738297,0.8640436492311927,0.9683588482230001,0.0013977382054493638,0.2141748577340921,0.3565163993835454,0.7630625969994826,0.8643422209200117,9.076222113307556e-05,0.4039376378059387,0.7770305225038799,0.8677065280184865,0.000490115994118608,0.37751883268356323,0.7837558199689602,0.86521987435751,0.000980231988237216,0.36367666721343994
ctt_test01,concat_fusion,2024,0.01,15,0.2,0.9924941250745326,0.946058091286307,0.8256595964821521,0.881767955801105,0.9389459934044284,0.901607413991604,0.9742639143955147,0.0016518724246219754,0.1743404035178479,0.40532260417938265,0.7977237454733574,0.8862068965517241,9.076222113307556e-05,0.42682093381881714,0.8085876875323331,0.8873119500425773,0.000490115994118608,0.41429346799850464,0.8163476461458872,0.8850252383623106,0.0009983844324638312,0.4097927510738373
ctt_test01,cmf_can,2024,0.01,15,0.2,0.9927922556206377,0.9786163522012579,0.8049663735126746,0.8833380641498723,0.9398096569335603,0.8972355175694542,0.9760110801092154,0.0006171831037049139,0.1950336264873254,0.23001827418804222,0.7909984480082773,0.8820305739832709,9.076222113307556e-05,0.2792886197566986,0.8039317123642007,0.8844621513944223,0.000490115994118608,0.237413227558136,0.8122090015519917,0.88351153629713,0.0009257746555573708,0.22152623534202576
ctt_test01,transformer,2024,0.05,15,0.2,0.9944758163515836,0.9821215733015495,0.8525607863424728,0.9127665466629743,0.9549570692077198,0.9529294261332606,0.9826621291002773,0.0005445733267984534,0.14743921365752716,0.07327225625515027,0.8085876875323331,0.8928877463581834,9.076222113307556e-05,0.13562804460525513,0.8499741334712881,0.9120177629752984,0.000490115994118608,0.07469248026609421,0.8722193481634765,0.9185508035957505,0.0009439270997839859,0.055376239120960236
ctt_test01,concat_fusion,2024,0.05,15,0.2,0.9942829083511627,0.9808497905445841,0.8479048111743404,0.9095449500554939,0.9532965605040236,0.9388290223778794,0.98143677337928,0.0005808782152516836,0.1520951888256596,0.0999468973279009,0.8163476461458872,0.8978662873399716,7.260977690646045e-05,0.13358750939369202,0.8453181583031557,0.9095463401057611,0.00047196354989199294,0.10322938114404678,0.8629073978272116,0.9134720700985761,0.0009257746555573708,0.0909368023276329
