dataset,model,label_ratio,n,seeds,baseline_f1_mean,baseline_f1_std,baseline_aupr_mean,baseline_aupr_std,baseline_recall_at_fpr_1em04_mean,baseline_recall_at_fpr_1em04_std,best_f1_mean,best_f1_std,best_f1_aupr_mean,best_f1_aupr_std,best_f1_recall_at_fpr_1em04_mean,best_f1_recall_at_fpr_1em04_std,best_lowfpr_recall_at_fpr_1em04_mean,best_lowfpr_recall_at_fpr_1em04_std,best_lowfpr_f1_at_1em04_mean,best_lowfpr_f1_at_1em04_std,best_f1_scores,best_lowfpr_scores
ctt_test02,cmf_can,1.0,3,"42,2024,2026",0.160038811123953,0.0,0.9237246260677274,0.011621953826653094,0.7767475035663338,0.024593485524445,0.2412092874290804,0.04485251289364852,0.9286748752560965,0.0028276234881514954,0.7801355206847361,0.0711360684273306,0.8079529243937232,0.05140492158309744,0.8924588379734361,0.030864579050294567,42:ensemble_a0.75_stats_robust_mean/val_fpr_1em03; 2024:ensemble_a0.75_stats_robust_mean/val_fpr_1em03; 2026:ensemble_a0.75_stats_diag_mahal/val_f1,42:model_attack_prob/val_f1; 2024:ensemble_a0.75_stats_diag_mahal/val_f1; 2026:ensemble_a0.75_stats_diag_mahal/val_f1
ctt_test03,cmf_can,1.0,3,"42,2024,2026",0.07430131727086187,0.01139549913529644,0.25054007213068447,0.04355528408839228,0.07191370355573307,0.00903292241111566,0.2968590543145481,0.0,0.8144621144850611,0.0,0.2233320015980823,0.0,0.2233320015980823,0.0,0.3648428151854672,0.0,42:stats_diag_mahal/val_fpr_1em04; 2024:stats_diag_mahal/val_fpr_1em04; 2026:stats_diag_mahal/val_fpr_1em04,42:stats_diag_mahal/val_f1; 2024:stats_diag_mahal/val_f1; 2026:stats_diag_mahal/val_f1
ctt_test04,cmf_can,1.0,3,"42,2024,2026",0.028433981922047335,0.0060109484214065255,0.22101764745503838,0.04564855139375104,0.0148394241417497,0.01868621051383781,0.22764196716912732,0.00672472799390545,0.1117067355154782,0.012701608559826974,0.0024363233665559,0.003445481547309831,0.1032115171650055,0.007484715503307093,0.18561144324113,0.012148121591257367,42:ensemble_a0.25_isolation_forest/val_fpr_1em03; 2024:ensemble_a0.75_isolation_forest/val_fpr_1em03; 2026:ensemble_a0.25_stats_diag_mahal/val_f1,42:isolation_forest/val_f1; 2024:isolation_forest/val_f1; 2026:isolation_forest/val_f1
