dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test01,cmf_can,42,0.01,15,0.2,ce,2.0,,weighted,f1,none,0.9063343972501842,0.18113772455089822,0.5007759958613555,0.2660436993266456,0.6080094394616687,0.3402727132598443,0.8972586071673682,0.07943509593566773,0.4992240041386446,0.18846843481063844,0.16813243662700467,0.28722934158197083,9.076222113307556e-05,0.506860613822937,0.17485773409208485,0.29442508710801396,0.00045381110566537785,0.46091267466545105,0.18210036213140196,0.3008547008547009,0.0009983844324638312,0.4246979057788849
ctt_test01,cmf_can,42,0.01,15,0.2,focal,2.0,,weighted,f1,none,0.9702921679351829,0.7357001972386588,0.19296430419037766,0.30573770491803276,0.645279518743379,0.294953831300845,0.8284361363158221,0.0024324275263664253,0.8070356958096223,0.4513074910640731,0.16864976720124158,0.2881131241714538,7.260977690646045e-05,0.5277056097984314,0.17330574236937402,0.2920662598081953,0.00047196354989199294,0.5009909868240356,0.1800310398344542,0.2990975504941985,0.0008350124344242953,0.48208606243133545
