dataset,model,seed,label_ratio,epochs,aux_loss_weight,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
road,transformer,2026,0.01,20,0.2,0.9432637941119126,0.40459581452605664,0.3603801169590643,0.3812101295186546,0.6757395095649744,0.3901392054393081,0.8286642908233334,0.027029040850921147,0.6396198830409356,0.7887055277824402,0.07858187134502924,0.14546684709066307,9.313935510310526e-05,0.9764710664749146,0.12609649122807018,0.22207917605407146,0.0004843246465361474,0.969836413860321,0.14912280701754385,0.2552392868314044,0.0009872771640929159,0.9658749103546143
road,concat_fusion,2026,0.01,20,0.2,0.9401265531115405,0.36569037656903763,0.3194444444444444,0.3410066328521264,0.6548226123262415,0.3067488013531782,0.7750602294354568,0.028239852467261517,0.6805555555555556,0.8858392685651779,0.021564327485380116,0.04214285714285714,9.313935510310526e-05,0.9855437278747559,0.04861111111111111,0.0918825561312608,0.0004843246465361474,0.98165363073349,0.0712719298245614,0.1306970509383378,0.0009872771640929159,0.9777520298957825
road,cmf_can,2026,0.01,20,0.2,0.9488824686719013,0.46845694799658993,0.4016812865497076,0.4325068870523416,0.7028713580738526,0.4220455680778432,0.7953352134410874,0.023228955162714452,0.5983187134502924,0.8199016407132151,0.04641812865497076,0.08856345885634588,9.313935510310526e-05,0.9934980869293213,0.10928362573099415,0.19536099313949692,0.0004843246465361474,0.9877942800521851,0.14546783625730994,0.24976466896768118,0.0009872771640929159,0.9838862419128418
road,transformer,2026,0.05,20,0.2,0.9848100817100622,0.9795814190913732,0.7013888888888888,0.8174653887113951,0.9047703482029184,0.7485711264427422,0.866006799526961,0.0007451148408248421,0.2986111111111111,0.6090599551795925,0.6589912280701754,0.7935739436619719,9.313935510310526e-05,0.9998903274536133,0.6966374269005848,0.8169738534076296,0.00044706890449490525,0.9688389897346497,0.702485380116959,0.8159626406283166,0.0009872771640929159,0.17540498077869415
road,concat_fusion,2026,0.05,20,0.2,0.9848100817100622,0.9880519480519481,0.6951754385964912,0.8161338768504612,0.9041058376367082,0.7425202256580767,0.8427092289826144,0.0004284410334742842,0.3048245614035088,0.9927753329277016,0.581140350877193,0.7342415146617409,9.313935510310526e-05,0.9997677206993103,0.6977339181286549,0.8173838578462855,0.0004843246465361474,0.9789026975631714,0.7046783625730995,0.817988969028426,0.0009313935510310527,0.68832927942276
road,cmf_can,2026,0.05,20,0.2,0.9832857725234407,0.9806970509383378,0.6684941520467836,0.7950445555314062,0.8931660964229091,0.7856308768400861,0.9191247694800961,0.000670603356742358,0.33150584795321636,0.9888765156269053,0.5369152046783626,0.6978622327790974,9.313935510310526e-05,0.9998811483383179,0.6597222222222222,0.7904532515874754,0.0004843246465361474,0.9959651231765747,0.6845760233918129,0.8035178035178036,0.0009872771640929159,0.866580605506897
road,transformer,2026,0.1,20,0.2,0.9852354703202821,0.9857069933639612,0.7057748538011696,0.822577209797657,0.9074372229323582,0.7311076782286768,0.8517712865366354,0.0005215803885773895,0.2942251461988304,0.9999992847442627,0.01206140350877193,0.023809523809523808,5.588361306186316e-05,0.9999997615814209,0.6787280701754386,0.8040701450530419,0.0004843246465361474,0.9999994039535522,0.7065058479532164,0.8190677966101695,0.0009500214220516737,0.9999867677688599
road,concat_fusion,2026,0.1,20,0.2,0.9839770290150481,0.9983677910772579,0.6706871345029239,0.8023611718408395,0.8970056062411174,0.7442424772569056,0.848084928903081,5.588361306186316e-05,0.329312865497076,0.9999077945947648,0.6871345029239766,0.8136766933564163,9.313935510310526e-05,0.9998297691345215,0.7065058479532164,0.8257155061939342,0.0002421623232680737,0.9763071537017822,0.7083333333333334,0.8231046931407943,0.0006519754857217369,0.031917475163936615
road,cmf_can,2026,0.1,20,0.2,0.9822754745741683,0.996,0.6370614035087719,0.7770842621489077,0.8839275415883345,0.7678246111638787,0.9159886080764565,0.00013039509714434736,0.36293859649122806,0.999975323677063,0.5255847953216374,0.6883676400191479,7.451148408248421e-05,0.9999915361404419,0.6845760233918129,0.8085473775091734,0.00044706890449490525,0.9996649026870728,0.7028508771929824,0.816213921901528,0.0009872771640929159,0.8891030550003052
road,transformer,2026,0.2,20,0.2,0.9848632552863397,0.996832101372756,0.6900584795321637,0.8155507559395249,0.9038292741696737,0.7370806539063119,0.8418601868255635,0.00011176722612372631,0.30994152046783624,0.9999998807907104,0.5858918128654971,0.7387096774193548,1.8627871020621053e-05,1.0,0.6980994152046783,0.8179871520342613,0.00044706890449490525,0.9999974966049194,0.7021198830409356,0.8157112526539279,0.0009872771640929159,0.9962998032569885
