dataset,model,seed,label_ratio,epochs,aux_loss_weight,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,supcon_weight,supcon_temperature,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test02,cmf_can,2024,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.08697944939899185,0.08697944939899185,1.0,0.16003881112395302,0.08001940556197651,0.9073007098311991,0.9651481895998685,1.0,0.0,3.6805389186157147e-07,0.7519614835948645,0.8580730491402991,6.79497851088046e-05,3.908124199369922e-05,0.7617689015691869,0.8624205107499747,0.000458661049484431,3.145184018649161e-05,0.7674750356633381,0.8633901705115345,0.0009852718840776666,2.884572859329637e-05
ctt_test02,cmf_can,2026,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.08697944939899185,0.08697944939899185,1.0,0.16003881112395302,0.08001940556197651,0.9313925734187161,0.972063738691686,1.0,0.0,4.542226633930308e-07,0.8102710413694721,0.8947523875159987,8.493723138600574e-05,9.949364539352246e-06,0.8313124108416547,0.9053306146227789,0.0004926359420388333,9.001015314424876e-06,0.838623395149786,0.9072145061728396,0.0009682844378004655,8.562980838178191e-06
ctt_test03,cmf_can,2024,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.9156542786663115,1.0,0.030097216673325343,0.05843568196509373,0.5071426586645164,0.2494043648468698,0.7028690806747336,0.0,0.9699027833266747,3.6805350987379674e-07,0.06112664802237315,0.11510971786833855,8.878966995611254e-05,1.1417495926480115e-07,0.06831801837794646,0.12729528535980147,0.0004820010654760395,9.313242088637708e-08,0.07311226528166201,0.1349889353331694,0.000964002130952079,8.29731590101801e-08
ctt_test03,cmf_can,2026,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.9166502599974521,1.0,0.041550139832201356,0.07978519370924435,0.5180667066239598,0.19777288302624216,0.6123356125469144,0.0,0.9584498601677987,4.542160252185762e-07,0.07138100945532028,0.1331346249379036,8.878966995611254e-05,1.4522426283747336e-07,0.07764016513517112,0.14341943419434194,0.0004820010654760395,1.2111813418869133e-07,0.0787055533359968,0.14474650991917706,0.0008371597453004896,1.1736115368421451e-07
ctt_test04,cmf_can,2024,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.5358850226928895,0.01837933531825863,0.7588039867109635,0.03588937774984287,0.3651353643082747,0.2773919660391631,0.7503218736428134,0.46668196947090557,0.24119601328903653,3.668745671348096e-07,0.04119601328903655,0.07853071564281192,9.181682543326065e-05,5.873643749509938e-05,0.05913621262458472,0.10735826296743065,0.0004896897356440568,2.5756709874258377e-05,0.2478405315614618,0.3715139442231076,0.0009946822755269903,1.6138313867486431e-06
ctt_test04,cmf_can,2026,1.0,15,0.2,ce,2.0,,none,f1,balanced,0.0,0.1,0.15847957639939486,0.010726705305394562,0.7993355481727574,0.021169328230170252,0.14158735077135898,0.22007268924243364,0.6549681913928336,0.8489001109453307,0.20066445182724252,4.542160252185762e-07,0.0,0.0,9.946822755269903e-05,0.9613090753555298,0.000664451827242525,0.001277139208173691,0.0004590841271663032,0.05635984614491463,0.21993355481727575,0.3367243133265514,0.0009946822755269903,1.994128524529515e-06
