dataset,id_overlap_ratio,unk_id_ratio,id_frequency_js_divergence,period_profile_shift_wasserstein,payload_profile_shift_wasserstein,context_feature_wasserstein_proxy,transition_profile_shift_proxy
ctt_test01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ctt_test02,0.48148148148148145,0.5185185185185186,0.08618811338737338,0.005598812980929901,0.0,0.003583106646520933,0.08618811338737338
ctt_test04,0.026517083120856707,0.9734829168791433,0.05807757688314868,0.004226454763743059,0.0,0.0001178499579304115,0.05807757688314868
