setting,delta_f1_grain_minus_raw_trans,delta_recall_grain_minus_raw_trans,delta_fnr_grain_minus_raw_trans,delta_fpr_grain_minus_raw_trans
ctt_test01,-0.021798569041490246,-0.03900709219858156,0.0390070921985816,6.156915139238636e-06
ctt_test02,0.7964409804987032,-0.06925596630790842,0.0692559663079082,-0.1326459911289033
ctt_test03,0.7713357547859652,0.6491477272727273,-0.6491477272727273,0.0
ctt_test04,0.6456231136198274,-0.46081504702194354,0.4608150470219436,-0.22910112689899068
