pipeline,setting,window_size,classifier,device,cpu,gpu,num_frames,num_windows,feature_extraction_ms_mean,feature_extraction_ms_std,aggregation_ms_mean,aggregation_ms_std,classifier_inference_ms_mean,classifier_inference_ms_std,end_to_end_ms_mean,end_to_end_ms_std,frames_per_second,windows_per_second,model_size_mb,peak_memory_mb,repeated_runs,source_script,note
Raw-window+GB,ctt_test04,100,GradientBoosting,cpu,x86_64,not_used_cpu_only,2407344,24073,23624.22854701678,147.7232165053252,845.7780483489236,2.6087946313307535,26.218639686703682,0.18751855374961182,24497.443026669014,145.50070398696062,98269.19476368441,982.6739865786423,0.024730682373046875,,3,scripts/extra_experiments/run_paper_extra_experiments.py,CPU-only inference measurement on first 2 CT&T test04 files; feature extraction includes CSV parsing and causal residual construction.
GRAIN+GB,ctt_test04,100,GradientBoosting,cpu,x86_64,not_used_cpu_only,2407344,24073,23814.176330692135,48.827899393149785,974.6452667362367,13.069687225281418,27.564295994428296,0.07738272327024336,24818.091824340325,61.96079072252178,96999.56052378689,969.9778762358524,0.025302886962890625,,3,scripts/extra_experiments/run_paper_extra_experiments.py,CPU-only inference measurement on first 2 CT&T test04 files; feature extraction includes CSV parsing and causal residual construction.
