dataset,feature_protocol,model,granularity,negative_protocol,source,auroc,aupr,accuracy,attack_precision,attack_recall,attack_f1,normal_precision,normal_recall,normal_f1,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_f1,balanced_accuracy,mcc,tn,fp,fn,tp,num_pos,num_neg,positive_rate,recall_at_fpr_1e_4,recall_at_fpr_1e_3,recall_at_fpr_1e_2
ctt_test04,SAFE_CAN,HistGradientBoosting,sample,B_2x_negative_cap,test04_public_reproduction,0.4596299691250783,0.1361093258730779,0.9989703911825186,0.5579178885631457,0.2137040157259196,0.30903553299493847,0.9991524845935699,0.9998173600485406,0.9994848117492595,0.654260172372099,0.9986770926311405,0.9989703911825186,0.9987409126068577,0.9989703911825186,0.6067606878872301,0.34488611523170043,13203899.0,2412.0,11200.0,3044.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,MLP,sample,C_5x_negative_cap,test04_public_reproduction,0.3374249249654105,0.0053827669483255,0.866665506856558,0.0008484233941046565,0.1043246279135074,0.001683158447960275,0.9988876169656635,0.8674877488497735,0.9285621596455933,0.4651226590467768,0.9978123163997468,0.866665506856558,0.927563528007734,0.866665506856558,0.48590618838164046,-0.002727708725020554,11456313.0,1749998.0,12758.0,1486.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,GradientBoosting,sample,C_5x_negative_cap,test04_public_reproduction,0.621941588366822,0.0272541844389865,0.9629626744111726,0.0022364337676370437,0.0749789385004212,0.004343317269566277,0.9989660212905759,0.9639204316784604,0.9811303725877981,0.4927368449286822,0.9978921317114563,0.9629626744111726,0.9800779693554108,0.9629626744111726,0.5194496850894408,0.00683920641835681,12729833.0,476478.0,13176.0,1068.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,HistGradientBoosting,sample,C_5x_negative_cap,test04_public_reproduction,0.532501168768056,0.0118937084381227,0.9911695083905329,0.010973282442748197,0.080735748385285,0.019320587345855476,0.9990016586921607,0.9921514796978507,0.9955647858340604,0.507442686589958,0.9979371439126151,0.9911695083905329,0.9945129674827684,0.9911695083905329,0.5364436140415678,0.02696378700435003,13102661.0,103650.0,13094.0,1150.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,MLP,sample,C_5x_negative_cap,test04_public_reproduction,0.363865221443542,0.001586420274712,0.9648800674404365,0.0018660887620725783,0.0591828138163437,0.0036180956284563477,0.9989504893487317,0.9658569300692676,0.982125009706404,0.4928715526674302,0.9978762174893463,0.9648800674404365,0.9810707534755481,0.9648800674404365,0.5125198719428057,0.0045218256000353774,12755407.0,450904.0,13401.0,843.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,GradientBoosting,sample,C_5x_negative_cap,test04_public_reproduction,0.6093984169644827,0.2646623611826009,0.9991703071467122,0.7395757132407881,0.3548862679022746,0.47962427060109636,0.9993045864449981,0.9998652159562199,0.9995848225916162,0.7396045465963563,0.9990247511377874,0.9991703071467122,0.9990246102478415,0.9991703071467122,0.6773757419292472,0.5119754708063089,13204531.0,1780.0,9189.0,5055.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,HistGradientBoosting,sample,C_5x_negative_cap,test04_public_reproduction,0.7709366558417389,0.3671244738486416,0.9992834642721127,0.77587602636753,0.4710053355798932,0.5861692368179643,0.9994296811633868,0.9998532519792999,0.9996414217021972,0.7929053292600807,0.9991888215127207,0.9992834642721127,0.999195941327017,0.9992834642721127,0.7354292937795965,0.6042014154026687,13204373.0,1938.0,7535.0,6709.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,MLP,sample,A_capped,test04_public_reproduction,0.3404397485981898,0.0087457343721437,0.8970047777873168,0.001088606657533232,0.103201347935973,0.002154486975613259,0.9989238602029198,0.8978609545087951,0.9457000326520638,0.47392725981383854,0.997848779364672,0.8970047777873168,0.944683444259775,0.8970047777873168,0.500531151222384,0.0001150807383443167,11857431.0,1348880.0,12774.0,1470.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,GradientBoosting,sample,A_capped,test04_public_reproduction,0.560004099774681,0.0163541963234588,0.9587008260999633,0.002015336032934637,0.0755405784891884,0.0039259326826598575,0.9989620584600394,0.9596533808722209,0.9789132644548942,0.49141959856877704,0.9978879349369156,0.9587008260999633,0.9778628002683482,0.9587008260999633,0.5175969796807046,0.0058650133900778455,12673481.0,532830.0,13168.0,1076.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,HistGradientBoosting,sample,A_capped,test04_public_reproduction,0.5641737958552434,0.003757293225105,0.9908394163482547,0.01054357583863108,0.0808059533838809,0.018653269589174303,0.9990014025211211,0.9918209559050972,0.9953982300884956,0.507025749838835,0.9979364250460253,0.9908394163482547,0.9943458722096205,0.9908394163482547,0.5363134546444891,0.02632911463568389,13098296.0,108015.0,13093.0,1151.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,LogisticRegression,sample,A_capped,test04_public_reproduction,0.3007485608520844,0.0045067737933682,0.9828192538059106,0.0022026122700935834,0.0330665543386689,0.004130111670853789,0.9989410856758791,0.9838436335476274,0.9913348815964762,0.497732496633665,0.9978671865229924,0.9828192538059106,0.9902712541812261,0.9828192538059106,0.5084550939431481,0.004397743415840756,12992945.0,213366.0,13773.0,471.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,GaussianNB,sample,A_capped,test04_public_reproduction,0.4797808056577292,0.0010783408144854,0.8906090553687044,0.0010981683026540698,0.1106430777871384,0.0021747514939342246,0.9989251141960104,0.8914503073568388,0.9421325414239716,0.4721536464589529,0.9978500423085362,0.8906090553687044,0.9411198185269551,0.8906090553687044,0.5010466925719886,0.0002207696465069347,11772770.0,1433541.0,12668.0,1576.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,RandomForest,sample,A_capped,test04_public_reproduction,0.5221735662623845,0.006188304608517,0.0010774131645759199,0.0010774131645759199,1.0,0.002152507189568954,0.0,0.0,0.0,0.001076253594784477,1.1608191272014981e-06,0.0010774131645759199,2.319139582885906e-06,0.0010774131645759199,0.5,,0.0,13206311.0,0.0,14244.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,ExtraTrees,sample,A_capped,test04_public_reproduction,0.5060811733712779,0.0017245298944656,0.960757320702497,0.0022766999293710078,0.0810165683796686,0.004428939318925848,0.9989704004685975,0.9617061872918183,0.979984175921042,0.49220655761998394,0.9978965495545867,0.960757320702497,0.978933099866356,0.960757320702497,0.5213613778357434,0.0072992852800959586,12700591.0,505720.0,13090.0,1154.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,IsolationForest,sample,A_capped,test04_public_reproduction,0.7313639002354551,0.0063289731036254,0.10450181554405243,0.0011309915912243356,0.941027801179444,0.0022592678397925603,0.999386417026051,0.10359955933189821,0.1877376405964082,0.09499845421810038,0.9983108834890781,0.10450181554405243,0.1875378037558561,0.10450181554405243,0.522313680255671,0.004805265954639824,1368168.0,11838143.0,840.0,13404.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,BIRCH,sample,A_capped,test04_public_reproduction,0.5977367576658744,0.0481086433439788,0.1630533665190304,0.0011374295302455765,0.8844425723111485,0.002271937255722336,0.9992325281250932,0.16227529398633728,0.27920733580157403,0.14073963652864818,0.9981571673263685,0.1630533665190304,0.27890896195744364,0.1630533665190304,0.5233589331487429,0.0041573588103326845,2143058.0,11063253.0,1646.0,12598.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P1_public_default,LinearSVM,sample,A_capped,test04_public_reproduction,0.3412763495417653,0.0120925032666494,0.9409359138099724,0.0016006178827115071,0.0864223532715529,0.003143024196945829,0.9989549031010538,0.9418575709749679,0.9695663554473206,0.4863546898221332,0.9978803404644134,0.9409359138099724,0.9685251182276782,0.9409359138099724,0.5141399621232604,0.003963595758681188,12438464.0,767847.0,13013.0,1231.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P3_no_subdivision,MLP,sample,A_capped,test04_public_reproduction,0.5125790961196452,0.0349551758127388,0.5974164473427932,0.0009728339778154744,0.3632406627351867,0.0019404709711318376,0.9988521999227291,0.5976690235448795,0.7478547860414139,0.37489762850627284,0.9977770715572014,0.5974164473427932,0.7470511281387114,0.5974164473427932,0.48045484314003306,-0.002615239896847758,7893003.0,5313308.0,9070.0,5174.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P3_no_subdivision,GradientBoosting,sample,A_capped,test04_public_reproduction,0.8136960567265183,0.0299387621367967,0.9055142541292707,0.0025883403043172842,0.2255686604886267,0.005117953455773428,0.9990791553272379,0.9062476266082179,0.950401917291397,0.47775993537358524,0.9980055230047533,0.9055142541292707,0.9493834559044979,0.9055142541292707,0.5659081435484223,0.014825757414102603,11968188.0,1238123.0,11031.0,3213.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P3_no_subdivision,HistGradientBoosting,sample,A_capped,test04_public_reproduction,0.7893107921076514,0.0045184913913015,0.6133621470505588,0.00255120314084316,0.9176495366470092,0.005088260156423808,0.9998551331404245,0.613033950207594,0.7600586404020655,0.38257345027924466,0.9987806247571597,0.6133621470505588,0.759245225375524,0.6133621470505588,0.7653417434273015,0.035735177742497286,8095917.0,5110394.0,1173.0,13071.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P3_no_subdivision,LogisticRegression,sample,A_capped,test04_public_reproduction,0.2807886084592909,0.025788962923667,0.9987722905732778,0.13162773451987045,0.0249227745015445,0.04191015878637793,0.9989492246020497,0.9998226605446442,0.9993857517335739,0.5206479552599759,0.9980147610107155,0.9987722905732778,0.9983541549249725,0.9987722905732778,0.5123727175230943,0.056843501479767355,13203969.0,2342.0,13889.0,355.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P3_no_subdivision,GaussianNB,sample,A_capped,test04_public_reproduction,0.4206860323012767,0.023525909529347,0.9560813445426459,0.0008495652587736998,0.0338388093232238,0.001657516510687026,0.9989123705091026,0.957076052502474,0.9775467964076824,0.4896021564591847,0.9978370445036525,0.9560813445426459,0.9764953604503529,0.9560813445426459,0.4954574309128489,-0.0014706619064907547,12639444.0,566867.0,13762.0,482.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P5_arbitration_payload_only,MLP,sample,A_capped,test04_public_reproduction,0.2768508134397436,0.0229166512950831,0.9315962151362028,0.0025128886146471917,0.1578208368435832,0.004947008908137042,0.999026770070048,0.9324307900972498,0.9645806770551378,0.48476384298163744,0.9979531128954853,0.9315962151362028,0.963546755107906,0.9315962151362028,0.5451258134704166,0.011787989702545933,12313971.0,892340.0,11996.0,2248.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P5_arbitration_payload_only,GradientBoosting,sample,A_capped,test04_public_reproduction,0.7888034299076117,0.0440561052569958,0.9237280885711683,0.0031914074876636597,0.2241645605167088,0.006293219071232823,0.9990956669920334,0.9244826204683505,0.9603420732501816,0.4833176461607072,0.9980226666321863,0.9237280885711683,0.9593141684550406,0.9237280885711683,0.5743235904925297,0.01843819877617775,12209005.0,997306.0,11051.0,3193.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P5_arbitration_payload_only,HistGradientBoosting,sample,A_capped,test04_public_reproduction,0.6271630494928211,0.0044315882073517,0.9959845104838639,0.017274376755400094,0.0487924740241505,0.02551535510398916,0.9989720281492365,0.9970061283578737,0.9979881101162092,0.5117517326100992,0.9979143341759915,0.9959845104838639,0.9969403551677677,0.9959845104838639,0.5228993011910121,0.027277511586741496,13166773.0,39538.0,13549.0,695.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P5_arbitration_payload_only,LogisticRegression,sample,A_capped,test04_public_reproduction,0.2240307039746903,0.0405601252319264,0.9466126800274269,0.0008848254598782899,0.0430356641392867,0.0017339994003134215,0.9989119366322623,0.9475872558203423,0.9725729396752337,0.48715346953777355,0.9978366490840815,0.9466126800274269,0.9715269450202986,0.9466126800274269,0.4953114599798145,-0.0013804992318851262,12514132.0,692179.0,13631.0,613.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P5_arbitration_payload_only,GaussianNB,sample,A_capped,test04_public_reproduction,0.1919428541992693,0.0254229630007983,0.9325082797204807,0.00041990413895754547,0.0259056444818871,0.0008264129646053378,0.9988757702189384,0.9334861188715001,0.9650745766005089,0.4829504947825571,0.9978000207245757,0.9325082797204807,0.9640356829350895,0.9325082797204807,0.47969588167669364,-0.005348029763458654,12327908.0,878403.0,13875.0,369.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P7_public_plus_delta,MLP,sample,A_capped,test04_public_reproduction,0.4004047007553273,0.0075318355880493,0.9893355460493148,0.006210067009506035,0.0559533838809323,0.011179374964933009,0.9989729010713618,0.9903422689349054,0.9946388630298139,0.5029091189973734,0.9979032853246418,0.9893355460493148,0.9935792708305456,0.9893355460493148,0.5231478264079189,0.01549028375554915,13078768.0,127543.0,13447.0,797.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P7_public_plus_delta,GradientBoosting,sample,A_capped,test04_public_reproduction,0.482081265693068,0.1404539396977143,0.9989296213358667,0.5138599105813236,0.1210334175793316,0.19592022273993573,0.9990527494476894,0.9998764984407833,0.9994644542127652,0.5976923384763505,0.9985299962957368,0.9989296213358667,0.9985987050794572,0.9989296213358667,0.5604549580100574,0.24903057372491785,13204680.0,1631.0,12520.0,1724.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P7_public_plus_delta,HistGradientBoosting,sample,A_capped,test04_public_reproduction,0.7049970252370642,0.3112026536133439,0.9990050342062039,0.6066118935838073,0.2177057006458859,0.32041744162018093,0.9991568197903014,0.9998477243190774,0.9995021526579955,0.6599597971390883,0.9987338867191191,0.9990050342062039,0.9987704978504611,0.9990050342062039,0.6087767124824817,0.36302487288222635,13204300.0,2011.0,11143.0,3101.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P7_public_plus_delta,LogisticRegression,sample,A_capped,test04_public_reproduction,0.3340198700252857,0.0355084895425939,0.9801834340540166,0.004793315743183818,0.0841757933164841,0.00907014040183975,0.9989942496057373,0.9811498457063444,0.9899916437219841,0.4995308920619119,0.9979230844313602,0.9801834340540166,0.9889347859808915,0.9801834340540166,0.5326628195114143,0.015729752914747232,12957370.0,248941.0,13045.0,1199.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,P7_public_plus_delta,GaussianNB,sample,A_capped,test04_public_reproduction,0.5018628335437223,0.0020119358118572,0.9857443201136412,0.0054669315923928695,0.0676074136478517,0.010115864995745703,0.9989818623386808,0.9867345998439685,0.9928204624970991,0.5014681637464224,0.997911436273092,0.9857443201136412,0.9917616836268619,0.9857443201136412,0.5271710067459101,0.015548518251741405,13031124.0,175187.0,13281.0,963.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,MLP,sample,A_capped,test04_public_reproduction,0.4740026577648175,0.0024136682378079,0.973787484716035,0.0033656950190105056,0.0790508284189834,0.006456496060734656,0.998981996201615,0.9747525255160203,0.9867185409465792,0.4965875185036569,0.9979093060918545,0.973787484716035,0.9856623937146851,0.973787484716035,0.5269016769675019,0.011238935077373537,12872885.0,333426.0,13118.0,1126.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,GradientBoosting,sample,A_capped,test04_public_reproduction,0.482080716022032,0.1378627166231748,0.9989246291097463,0.5039347129118416,0.1213844425723111,0.1956435643564472,0.9990531222980128,0.9998711222233069,0.9994619548896652,0.5975527596230562,0.9985196752057163,0.9989246291097463,0.9985959103737764,0.9989246291097463,0.560627782397809,0.24696168537588187,13204609.0,1702.0,12515.0,1729.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,HistGradientBoosting,sample,A_capped,test04_public_reproduction,0.6815644169520814,0.3055203625797739,0.9990041265287274,0.6049863654071328,0.2180567256388655,0.32056971823718217,0.9991571967325142,0.999846437055738,0.999501698071875,0.6600357081545286,0.9987325118897524,0.9990041265287274,0.9987702078189497,0.9990041265287274,0.6089515813473018,0.36282887552097176,13204283.0,2028.0,11138.0,3106.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,LogisticRegression,sample,A_capped,test04_public_reproduction,0.3364136965973024,0.0178581437445665,0.9944295833268726,0.014245526806450798,0.0611485537770289,0.02310773883745024,0.9989837692608325,0.9954361971333252,0.9972068280772416,0.5101572834573459,0.9979227993147508,0.9944295833268726,0.9961573208948933,0.9944295833268726,0.528292375455177,0.027360124683315206,13146040.0,60271.0,13373.0,871.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,SAFE_CAN,GaussianNB,sample,A_capped,test04_public_reproduction,0.5202371532069702,0.0016760544783783,0.9949165522930015,0.010571840461316906,0.0401572591968548,0.016737381126554787,0.9989616030867549,0.9959463320226217,0.9974516887879767,0.5070945349572658,0.9978966989447702,0.9949165522930015,0.9963950542822144,0.9949165522930015,0.5180517956097382,0.01855240008121692,13152777.0,53534.0,13672.0,572.0,14244.0,13206311.0,0.0010774131645759199,,,
ctt_test04,GRAIN_window_5,GradientBoosting,window_5,NA,final_grain_can_b1,0.7874765482740954,0.5140487763254977,,0.8738361266294227,0.3669240543446388,0.5168307289874028,,,,,,,,,,,,,,,,,,,,
ctt_test04,GRAIN_window_10,GradientBoosting,window_10,NA,final_grain_can_b1,0.8452561599829853,0.6184722776882597,,0.8891534391534391,0.4529039213044064,0.6001249888402821,,,,,,,,,,,,,,,,,,,,
ctt_test04,GRAIN_window_20,GradientBoosting,window_20,NA,final_grain_can_b1,0.8947361684329831,0.7227739499342077,,0.942394578313253,0.486397201710066,0.641630351192002,,,,,,,,,,,,,,,,,,,,
ctt_test04,GRAIN_window_50,GradientBoosting,window_50,NA,final_grain_can_b1,0.920239716922698,0.8235315589679248,,0.9915038232795242,0.4589068029885961,0.6274193548387097,,,,,,,,,,,,,,,,,,,,
ctt_test04,GRAIN_window_100,GradientBoosting,window_100,NA,final_grain_can_b1,0.9024154739312792,0.784533638387578,,0.9364508393285372,0.518936877076412,0.6678067550235144,,,,,,,,,,,,,,,,,,,,
